ts	hostid	type	mod	value	tag
1783101600000	host003	pref	mem_free	128531	mem_metric
1783101600000	host003	pref	mem_buff	88153	mem_metric
1783101600000	host003	pref	mem_cache	124414	mem_metric
1783101600000	host003	pref	mem_swap	117289	mem_metric
1783101600000	host003	pref	net_in	728.12	net_speed_mb
1783101600000	host003	pref	net_out	512.14	net_speed_mb
1783101600000	host003	pref	net_pktin	13815	net_packets
1783101600000	host003	pref	net_pktout	52168	net_packets
1783101600000	host003	pref	load1	12.90	load_average
1783101600000	host003	pref	load5	17.30	load_average
1783101600000	host003	pref	load15	0.37	load_average
1783101600000	host003	pref	proc_run	127	proc_count
1783101600000	host003	pref	proc_block	216	proc_count
1783101600000	host003	pref	proc_total	69	proc_count
1783105200000	host003	pref	cpu_user	26.89	cpu_percent
1783105200000	host003	pref	cpu_sys	43.44	cpu_percent
1783105200000	host003	pref	cpu_wait	43.57	cpu_percent
1783105200000	host003	pref	cpu_idle	36.66	cpu_percent
1783105200000	host003	pref	cpu_usage	44.64	cpu_percent
1783105200000	host003	pref	mem_used	91873	mem_metric
1783105200000	host003	pref	mem_free	97703	mem_metric
1783105200000	host003	pref	mem_buff	120882	mem_metric
1783105200000	host003	pref	mem_cache	81581	mem_metric
1783105200000	host003	pref	mem_swap	85493	mem_metric
1783105200000	host003	pref	net_in	873.37	net_speed_mb
1783105200000	host003	pref	net_out	955.04	net_speed_mb
1783105200000	host003	pref	net_pktin	9432	net_packets
1783105200000	host003	pref	net_pktout	14463	net_packets
1783105200000	host003	pref	load1	11.32	load_average
1783105200000	host003	pref	load5	24.80	load_average
1783105200000	host003	pref	load15	21.38	load_average
1783105200000	host003	pref	proc_run	123	proc_count
1783105200000	host003	pref	proc_block	288	proc_count
1783105200000	host003	pref	proc_total	247	proc_count
1783108800000	host003	pref	cpu_user	27.21	cpu_percent
1783108800000	host003	pref	cpu_sys	4.71	cpu_percent
1783108800000	host003	pref	cpu_wait	24.23	cpu_percent
1783108800000	host003	pref	cpu_idle	39.51	cpu_percent
1783108800000	host003	pref	cpu_usage	11.49	cpu_percent
1783108800000	host003	pref	mem_used	42642	mem_metric
1783108800000	host003	pref	mem_free	77019	mem_metric
1783108800000	host003	pref	mem_buff	106336	mem_metric
1783108800000	host003	pref	mem_cache	12094	mem_metric
1783108800000	host003	pref	mem_swap	3840	mem_metric
1783108800000	host003	pref	net_in	673.78	net_speed_mb
1783108800000	host003	pref	net_out	774.92	net_speed_mb
1783108800000	host003	pref	net_pktin	1613	net_packets
1783108800000	host003	pref	net_pktout	65550	net_packets
1783108800000	host003	pref	load1	13.45	load_average
1783108800000	host003	pref	load5	5.88	load_average
1783108800000	host003	pref	load15	22.91	load_average
1783108800000	host003	pref	proc_run	180	proc_count
1783108800000	host003	pref	proc_block	30	proc_count
1783108800000	host003	pref	proc_total	148	proc_count
1783112400000	host003	pref	cpu_user	19.86	cpu_percent
1783112400000	host003	pref	cpu_sys	47.53	cpu_percent
1783112400000	host003	pref	cpu_wait	20.52	cpu_percent
1783112400000	host003	pref	cpu_idle	94.16	cpu_percent
1783112400000	host003	pref	cpu_usage	18.09	cpu_percent
1783112400000	host003	pref	mem_used	19839	mem_metric
1783112400000	host003	pref	mem_free	41779	mem_metric
1783112400000	host003	pref	mem_buff	114116	mem_metric
1783112400000	host003	pref	mem_cache	125792	mem_metric
1783112400000	host003	pref	mem_swap	65833	mem_metric
1783112400000	host003	pref	net_in	552.24	net_speed_mb
1783112400000	host003	pref	net_out	605.16	net_speed_mb
1783112400000	host003	pref	net_pktin	18953	net_packets
1783112400000	host003	pref	net_pktout	44156	net_packets
1783112400000	host003	pref	load1	3.36	load_average
1783112400000	host003	pref	load5	25.02	load_average
1783112400000	host003	pref	load15	31.78	load_average
1783112400000	host003	pref	proc_run	74	proc_count
1783112400000	host003	pref	proc_block	444	proc_count
1783112400000	host003	pref	proc_total	490	proc_count
1783116000000	host003	pref	cpu_user	44.69	cpu_percent
1783116000000	host003	pref	cpu_sys	48.08	cpu_percent
1783116000000	host003	pref	cpu_wait	4.96	cpu_percent
1783116000000	host003	pref	cpu_idle	79.41	cpu_percent
1783116000000	host003	pref	cpu_usage	23.35	cpu_percent
1783116000000	host003	pref	mem_used	6674	mem_metric
1783116000000	host003	pref	mem_free	126259	mem_metric
1783116000000	host003	pref	mem_buff	55525	mem_metric
1783116000000	host003	pref	mem_cache	17456	mem_metric
1783116000000	host003	pref	mem_swap	9551	mem_metric
1783116000000	host003	pref	net_in	60.44	net_speed_mb
1783116000000	host003	pref	net_out	289.16	net_speed_mb
1783116000000	host003	pref	net_pktin	10143	net_packets
1783116000000	host003	pref	net_pktout	42346	net_packets
1783116000000	host003	pref	load1	27.73	load_average
1783116000000	host003	pref	load5	27.02	load_average
1783116000000	host003	pref	load15	28.48	load_average
1783116000000	host003	pref	proc_run	254	proc_count
1783116000000	host003	pref	proc_block	472	proc_count
1783116000000	host003	pref	proc_total	333	proc_count
1783119600000	host003	pref	cpu_user	0.88	cpu_percent
1783119600000	host003	pref	cpu_sys	6.80	cpu_percent
1783119600000	host003	pref	cpu_wait	30.76	cpu_percent
1783119600000	host003	pref	cpu_idle	59.26	cpu_percent
1783119600000	host003	pref	cpu_usage	7.79	cpu_percent
1783119600000	host003	pref	mem_used	81212	mem_metric
1783119600000	host003	pref	mem_free	63625	mem_metric
1783119600000	host003	pref	mem_buff	85246	mem_metric
1783119600000	host003	pref	mem_cache	47399	mem_metric
1783119600000	host003	pref	mem_swap	25132	mem_metric
1783119600000	host003	pref	net_in	867.27	net_speed_mb
1783119600000	host003	pref	net_out	422.71	net_speed_mb
1783119600000	host003	pref	net_pktin	51859	net_packets
1783119600000	host003	pref	net_pktout	54840	net_packets
1783119600000	host003	pref	load1	29.85	load_average
1783119600000	host003	pref	load5	1.60	load_average
1783119600000	host003	pref	load15	17.07	load_average
1783119600000	host003	pref	proc_run	214	proc_count
1783119600000	host003	pref	proc_block	282	proc_count
1783119600000	host003	pref	proc_total	47	proc_count
1783123200000	host003	pref	cpu_user	38.14	cpu_percent
1783123200000	host003	pref	cpu_sys	27.86	cpu_percent
1783123200000	host003	pref	cpu_wait	40.48	cpu_percent
1783123200000	host003	pref	cpu_idle	89.96	cpu_percent
1783123200000	host003	pref	cpu_usage	13.53	cpu_percent
1783123200000	host003	pref	mem_used	6525	mem_metric
1783123200000	host003	pref	mem_free	59026	mem_metric
1783123200000	host003	pref	mem_buff	126042	mem_metric
1783123200000	host003	pref	mem_cache	30650	mem_metric
1783123200000	host003	pref	mem_swap	62764	mem_metric
1783123200000	host003	pref	net_in	985.64	net_speed_mb
1783123200000	host003	pref	net_out	54.01	net_speed_mb
1783123200000	host003	pref	net_pktin	89902	net_packets
1783123200000	host003	pref	net_pktout	59425	net_packets
1783123200000	host003	pref	load1	2.66	load_average
1783123200000	host003	pref	load5	8.99	load_average
1783123200000	host003	pref	load15	6.33	load_average
1783123200000	host003	pref	proc_run	9	proc_count
1783123200000	host003	pref	proc_block	99	proc_count
1783123200000	host003	pref	proc_total	316	proc_count
1783126800000	host003	pref	cpu_user	0.50	cpu_percent
1783126800000	host003	pref	cpu_sys	44.68	cpu_percent
1783126800000	host003	pref	cpu_wait	7.75	cpu_percent
1783126800000	host003	pref	cpu_idle	88.51	cpu_percent
1783126800000	host003	pref	cpu_usage	30.60	cpu_percent
1783126800000	host003	pref	mem_used	104632	mem_metric
1783126800000	host003	pref	mem_free	97877	mem_metric
1783126800000	host003	pref	mem_buff	88181	mem_metric
1783126800000	host003	pref	mem_cache	52293	mem_metric
1783126800000	host003	pref	mem_swap	24234	mem_metric
1783126800000	host003	pref	net_in	397.86	net_speed_mb
1783126800000	host003	pref	net_out	39.66	net_speed_mb
1783126800000	host003	pref	net_pktin	953	net_packets
1783126800000	host003	pref	net_pktout	82901	net_packets
1783126800000	host003	pref	load1	5.68	load_average
1783126800000	host003	pref	load5	20.87	load_average
1783126800000	host003	pref	load15	9.11	load_average
1783126800000	host003	pref	proc_run	146	proc_count
1783126800000	host003	pref	proc_block	262	proc_count
1783126800000	host003	pref	proc_total	422	proc_count
1783130400000	host003	pref	cpu_user	16.32	cpu_percent
1783130400000	host003	pref	cpu_sys	32.66	cpu_percent
1783130400000	host003	pref	cpu_wait	31.19	cpu_percent
1783130400000	host003	pref	cpu_idle	73.72	cpu_percent
1783130400000	host003	pref	cpu_usage	68.23	cpu_percent
1783130400000	host003	pref	mem_used	81770	mem_metric
1783130400000	host003	pref	mem_free	23540	mem_metric
1783130400000	host003	pref	mem_buff	9296	mem_metric
1783130400000	host003	pref	mem_cache	31306	mem_metric
1783130400000	host003	pref	mem_swap	23075	mem_metric
1783130400000	host003	pref	net_in	461.90	net_speed_mb
1783130400000	host003	pref	net_out	533.00	net_speed_mb
1783130400000	host003	pref	net_pktin	43276	net_packets
1783130400000	host003	pref	net_pktout	22821	net_packets
1783130400000	host003	pref	load1	4.89	load_average
1783130400000	host003	pref	load5	25.11	load_average
1783130400000	host003	pref	load15	6.64	load_average
1783130400000	host003	pref	proc_run	69	proc_count
1783130400000	host003	pref	proc_block	294	proc_count
1783130400000	host003	pref	proc_total	232	proc_count
1783134000000	host003	pref	cpu_user	33.53	cpu_percent
1783134000000	host003	pref	cpu_sys	8.73	cpu_percent
1783134000000	host003	pref	cpu_wait	38.54	cpu_percent
1783134000000	host003	pref	cpu_idle	39.19	cpu_percent
1783134000000	host003	pref	cpu_usage	13.41	cpu_percent
1783134000000	host003	pref	mem_used	78704	mem_metric
1783134000000	host003	pref	mem_free	88942	mem_metric
1783134000000	host003	pref	mem_buff	112892	mem_metric
1783134000000	host003	pref	mem_cache	89624	mem_metric
1783134000000	host003	pref	mem_swap	33637	mem_metric
1783134000000	host003	pref	net_in	550.71	net_speed_mb
1783134000000	host003	pref	net_out	950.73	net_speed_mb
1783134000000	host003	pref	net_pktin	38763	net_packets
1783134000000	host003	pref	net_pktout	64133	net_packets
1783134000000	host003	pref	load1	24.67	load_average
1783134000000	host003	pref	load5	11.78	load_average
1783134000000	host003	pref	load15	7.52	load_average
1783134000000	host003	pref	proc_run	43	proc_count
1783134000000	host003	pref	proc_block	259	proc_count
1783134000000	host003	pref	proc_total	274	proc_count
1783137600000	host003	pref	cpu_user	20.09	cpu_percent
1783137600000	host003	pref	cpu_sys	15.56	cpu_percent
1783137600000	host003	pref	cpu_wait	30.01	cpu_percent
1783137600000	host003	pref	cpu_idle	54.09	cpu_percent
1783137600000	host003	pref	cpu_usage	8.91	cpu_percent
1783137600000	host003	pref	mem_used	63355	mem_metric
1783137600000	host003	pref	mem_free	107715	mem_metric
1783137600000	host003	pref	mem_buff	83491	mem_metric
1783137600000	host003	pref	mem_cache	109965	mem_metric
1783137600000	host003	pref	mem_swap	109835	mem_metric
1783137600000	host003	pref	net_in	574.03	net_speed_mb
1783137600000	host003	pref	net_out	736.47	net_speed_mb
1783137600000	host003	pref	net_pktin	35336	net_packets
1783137600000	host003	pref	net_pktout	98765	net_packets
1783137600000	host003	pref	load1	13.72	load_average
1783137600000	host003	pref	load5	12.80	load_average
1783137600000	host003	pref	load15	31.58	load_average
1783137600000	host003	pref	proc_run	427	proc_count
1783137600000	host003	pref	proc_block	267	proc_count
1783137600000	host003	pref	proc_total	123	proc_count
1783141200000	host003	pref	cpu_user	23.90	cpu_percent
1783141200000	host003	pref	cpu_sys	17.52	cpu_percent
1783141200000	host003	pref	cpu_wait	48.90	cpu_percent
1783141200000	host003	pref	cpu_idle	68.72	cpu_percent
1783141200000	host003	pref	cpu_usage	53.62	cpu_percent
1783141200000	host003	pref	mem_used	37742	mem_metric
1783141200000	host003	pref	mem_free	110020	mem_metric
1783141200000	host003	pref	mem_buff	121363	mem_metric
1783141200000	host003	pref	mem_cache	45088	mem_metric
1783141200000	host003	pref	mem_swap	72347	mem_metric
1783141200000	host003	pref	net_in	244.08	net_speed_mb
1783141200000	host003	pref	net_out	492.89	net_speed_mb
1783141200000	host003	pref	net_pktin	5071	net_packets
1783141200000	host003	pref	net_pktout	1784	net_packets
1783141200000	host003	pref	load1	27.99	load_average
1783141200000	host003	pref	load5	16.00	load_average
1783141200000	host003	pref	load15	14.88	load_average
1783141200000	host003	pref	proc_run	16	proc_count
1783141200000	host003	pref	proc_block	315	proc_count
1783141200000	host003	pref	proc_total	297	proc_count
1783144800000	host003	pref	cpu_user	2.71	cpu_percent
1783144800000	host003	pref	cpu_sys	9.41	cpu_percent
1783144800000	host003	pref	cpu_wait	22.19	cpu_percent
1783144800000	host003	pref	cpu_idle	30.86	cpu_percent
1783144800000	host003	pref	cpu_usage	52.26	cpu_percent
1783144800000	host003	pref	mem_used	11221	mem_metric
1783144800000	host003	pref	mem_free	105042	mem_metric
1783144800000	host003	pref	mem_buff	30780	mem_metric
1783144800000	host003	pref	mem_cache	101410	mem_metric
1783144800000	host003	pref	mem_swap	48546	mem_metric
1783144800000	host003	pref	net_in	991.38	net_speed_mb
1783144800000	host003	pref	net_out	706.64	net_speed_mb
1783144800000	host003	pref	net_pktin	309	net_packets
1783144800000	host003	pref	net_pktout	37060	net_packets
1783144800000	host003	pref	load1	6.18	load_average
1783144800000	host003	pref	load5	7.57	load_average
1783144800000	host003	pref	load15	25.80	load_average
1783144800000	host003	pref	proc_run	191	proc_count
1783144800000	host003	pref	proc_block	344	proc_count
1783144800000	host003	pref	proc_total	215	proc_count
1783148400000	host003	pref	cpu_user	29.03	cpu_percent
1783148400000	host003	pref	cpu_sys	13.23	cpu_percent
1783148400000	host003	pref	cpu_wait	5.78	cpu_percent
1783148400000	host003	pref	cpu_idle	26.25	cpu_percent
1783148400000	host003	pref	cpu_usage	35.43	cpu_percent
1783148400000	host003	pref	mem_used	12903	mem_metric
1783148400000	host003	pref	mem_free	117239	mem_metric
1783148400000	host003	pref	mem_buff	82037	mem_metric
1783148400000	host003	pref	mem_cache	89783	mem_metric
1783148400000	host003	pref	mem_swap	27224	mem_metric
1783148400000	host003	pref	net_in	988.98	net_speed_mb
1783148400000	host003	pref	net_out	918.61	net_speed_mb
1783148400000	host003	pref	net_pktin	42844	net_packets
1783148400000	host003	pref	net_pktout	24325	net_packets
1783148400000	host003	pref	load1	0.24	load_average
1783148400000	host003	pref	load5	29.95	load_average
1783148400000	host003	pref	load15	5.33	load_average
1783148400000	host003	pref	proc_run	89	proc_count
1783148400000	host003	pref	proc_block	414	proc_count
1783148400000	host003	pref	proc_total	497	proc_count
1783152000000	host003	pref	cpu_user	19.16	cpu_percent
1783152000000	host003	pref	cpu_sys	34.33	cpu_percent
1783152000000	host003	pref	cpu_wait	10.35	cpu_percent
1783152000000	host003	pref	cpu_idle	94.23	cpu_percent
1783152000000	host003	pref	cpu_usage	60.74	cpu_percent
1783152000000	host003	pref	mem_used	18122	mem_metric
1783152000000	host003	pref	mem_free	100708	mem_metric
1783152000000	host003	pref	mem_buff	51660	mem_metric
1783152000000	host003	pref	mem_cache	53270	mem_metric
1783152000000	host003	pref	mem_swap	110846	mem_metric
1783152000000	host003	pref	net_in	936.88	net_speed_mb
1783152000000	host003	pref	net_out	231.18	net_speed_mb
1783152000000	host003	pref	net_pktin	49694	net_packets
1783152000000	host003	pref	net_pktout	12385	net_packets
1783152000000	host003	pref	load1	9.38	load_average
1783152000000	host003	pref	load5	28.93	load_average
1783152000000	host003	pref	load15	30.51	load_average
1783152000000	host003	pref	proc_run	97	proc_count
1783152000000	host003	pref	proc_block	53	proc_count
1783152000000	host003	pref	proc_total	3	proc_count
1783155600000	host003	pref	cpu_user	3.19	cpu_percent
1783155600000	host003	pref	cpu_sys	4.29	cpu_percent
1783155600000	host003	pref	cpu_wait	22.44	cpu_percent
1783155600000	host003	pref	cpu_idle	65.15	cpu_percent
1783155600000	host003	pref	cpu_usage	48.66	cpu_percent
1783155600000	host003	pref	mem_used	42499	mem_metric
1783155600000	host003	pref	mem_free	61986	mem_metric
1783155600000	host003	pref	mem_buff	121772	mem_metric
1783155600000	host003	pref	mem_cache	97816	mem_metric
1783155600000	host003	pref	mem_swap	33798	mem_metric
1783155600000	host003	pref	net_in	46.30	net_speed_mb
1783155600000	host003	pref	net_out	762.43	net_speed_mb
1783155600000	host003	pref	net_pktin	79131	net_packets
1783155600000	host003	pref	net_pktout	87277	net_packets
1783155600000	host003	pref	load1	20.38	load_average
1783155600000	host003	pref	load5	11.59	load_average
1783155600000	host003	pref	load15	17.74	load_average
1783155600000	host003	pref	proc_run	306	proc_count
1783155600000	host003	pref	proc_block	458	proc_count
1783155600000	host003	pref	proc_total	363	proc_count
1783159200000	host003	pref	cpu_user	0.58	cpu_percent
1783159200000	host003	pref	cpu_sys	42.08	cpu_percent
1783159200000	host003	pref	cpu_wait	37.85	cpu_percent
1783159200000	host003	pref	cpu_idle	44.95	cpu_percent
1783159200000	host003	pref	cpu_usage	62.85	cpu_percent
1783159200000	host003	pref	mem_used	105609	mem_metric
1783159200000	host003	pref	mem_free	107008	mem_metric
1783159200000	host003	pref	mem_buff	31531	mem_metric
1783159200000	host003	pref	mem_cache	84606	mem_metric
1783159200000	host003	pref	mem_swap	47962	mem_metric
1783159200000	host003	pref	net_in	157.38	net_speed_mb
1783159200000	host003	pref	net_out	417.25	net_speed_mb
1783159200000	host003	pref	net_pktin	29600	net_packets
1783159200000	host003	pref	net_pktout	47815	net_packets
1783159200000	host003	pref	load1	19.14	load_average
1783159200000	host003	pref	load5	2.79	load_average
1783159200000	host003	pref	load15	25.59	load_average
1783159200000	host003	pref	proc_run	122	proc_count
1783159200000	host003	pref	proc_block	185	proc_count
1783159200000	host003	pref	proc_total	93	proc_count
1783162800000	host003	pref	cpu_user	13.19	cpu_percent
1783162800000	host003	pref	cpu_sys	11.99	cpu_percent
1783162800000	host003	pref	cpu_wait	47.26	cpu_percent
1783162800000	host003	pref	cpu_idle	31.26	cpu_percent
1783162800000	host003	pref	cpu_usage	18.93	cpu_percent
1783162800000	host003	pref	mem_used	122718	mem_metric
1783162800000	host003	pref	mem_free	128510	mem_metric
1783162800000	host003	pref	mem_buff	70132	mem_metric
1783162800000	host003	pref	mem_cache	103703	mem_metric
1783162800000	host003	pref	mem_swap	100258	mem_metric
1783162800000	host003	pref	net_in	376.43	net_speed_mb
1783162800000	host003	pref	net_out	994.25	net_speed_mb
1783162800000	host003	pref	net_pktin	7120	net_packets
1783162800000	host003	pref	net_pktout	52016	net_packets
1783162800000	host003	pref	load1	13.26	load_average
1783162800000	host003	pref	load5	23.76	load_average
1783162800000	host003	pref	load15	0.70	load_average
1783162800000	host003	pref	proc_run	150	proc_count
1783162800000	host003	pref	proc_block	297	proc_count
1783162800000	host003	pref	proc_total	85	proc_count
1783166400000	host003	pref	cpu_user	48.34	cpu_percent
1783166400000	host003	pref	cpu_sys	18.32	cpu_percent
1783166400000	host003	pref	cpu_wait	22.29	cpu_percent
1783166400000	host003	pref	cpu_idle	53.28	cpu_percent
1783166400000	host003	pref	cpu_usage	11.09	cpu_percent
1783166400000	host003	pref	mem_used	40478	mem_metric
1783166400000	host003	pref	mem_free	77042	mem_metric
1783166400000	host003	pref	mem_buff	6770	mem_metric
1783166400000	host003	pref	mem_cache	49154	mem_metric
1783166400000	host003	pref	mem_swap	62735	mem_metric
1783166400000	host003	pref	net_in	85.54	net_speed_mb
1783166400000	host003	pref	net_out	337.20	net_speed_mb
1783166400000	host003	pref	net_pktin	19812	net_packets
1783166400000	host003	pref	net_pktout	16843	net_packets
1783166400000	host003	pref	load1	22.83	load_average
1783166400000	host003	pref	load5	27.64	load_average
1783166400000	host003	pref	load15	19.97	load_average
1783166400000	host003	pref	proc_run	316	proc_count
1783166400000	host003	pref	proc_block	433	proc_count
1783166400000	host003	pref	proc_total	427	proc_count
1783170000000	host003	pref	cpu_user	24.66	cpu_percent
1783170000000	host003	pref	cpu_sys	39.62	cpu_percent
1783170000000	host003	pref	cpu_wait	38.42	cpu_percent
1783170000000	host003	pref	cpu_idle	32.24	cpu_percent
1783170000000	host003	pref	cpu_usage	78.88	cpu_percent
1783170000000	host003	pref	mem_used	42430	mem_metric
1783170000000	host003	pref	mem_free	70088	mem_metric
1783170000000	host003	pref	mem_buff	61918	mem_metric
1783170000000	host003	pref	mem_cache	124739	mem_metric
1783170000000	host003	pref	mem_swap	120651	mem_metric
1783170000000	host003	pref	net_in	522.69	net_speed_mb
1783170000000	host003	pref	net_out	703.17	net_speed_mb
1783170000000	host003	pref	net_pktin	68695	net_packets
1783170000000	host003	pref	net_pktout	77958	net_packets
1783170000000	host003	pref	load1	25.83	load_average
1783170000000	host003	pref	load5	3.70	load_average
1783170000000	host003	pref	load15	26.10	load_average
1783170000000	host003	pref	proc_run	283	proc_count
1783170000000	host003	pref	proc_block	441	proc_count
1783170000000	host003	pref	proc_total	127	proc_count
1783173600000	host003	pref	cpu_user	4.93	cpu_percent
1783173600000	host003	pref	cpu_sys	48.54	cpu_percent
1783173600000	host003	pref	cpu_wait	15.86	cpu_percent
1783173600000	host003	pref	cpu_idle	91.78	cpu_percent
1783173600000	host003	pref	cpu_usage	12.02	cpu_percent
1783173600000	host003	pref	mem_used	34848	mem_metric
1783173600000	host003	pref	mem_free	22320	mem_metric
1783173600000	host003	pref	mem_buff	95830	mem_metric
1783173600000	host003	pref	mem_cache	35508	mem_metric
1783173600000	host003	pref	mem_swap	16229	mem_metric
1783173600000	host003	pref	net_in	157.30	net_speed_mb
1783173600000	host003	pref	net_out	701.75	net_speed_mb
1783173600000	host003	pref	net_pktin	65634	net_packets
1783173600000	host003	pref	net_pktout	40862	net_packets
1783173600000	host003	pref	load1	31.81	load_average
1783173600000	host003	pref	load5	28.38	load_average
1783173600000	host003	pref	load15	30.92	load_average
1783173600000	host003	pref	proc_run	225	proc_count
1783173600000	host003	pref	proc_block	111	proc_count
1783173600000	host003	pref	proc_total	38	proc_count
1783177200000	host003	pref	cpu_user	45.77	cpu_percent
1783177200000	host003	pref	cpu_sys	46.76	cpu_percent
1783177200000	host003	pref	cpu_wait	22.18	cpu_percent
1783177200000	host003	pref	cpu_idle	89.23	cpu_percent
1783177200000	host003	pref	cpu_usage	40.25	cpu_percent
1783177200000	host003	pref	mem_used	111328	mem_metric
1783177200000	host003	pref	mem_free	116993	mem_metric
1783177200000	host003	pref	mem_buff	94603	mem_metric
1783177200000	host003	pref	mem_cache	35587	mem_metric
1783177200000	host003	pref	mem_swap	13136	mem_metric
1783177200000	host003	pref	net_in	573.41	net_speed_mb
1783177200000	host003	pref	net_out	922.06	net_speed_mb
1783177200000	host003	pref	net_pktin	89442	net_packets
1783177200000	host003	pref	net_pktout	53722	net_packets
1783177200000	host003	pref	load1	12.88	load_average
1783177200000	host003	pref	load5	10.28	load_average
1783177200000	host003	pref	load15	28.95	load_average
1783177200000	host003	pref	proc_run	162	proc_count
1783177200000	host003	pref	proc_block	335	proc_count
1783177200000	host003	pref	proc_total	27	proc_count
1783180800000	host003	pref	cpu_user	27.14	cpu_percent
1783180800000	host003	pref	cpu_sys	23.78	cpu_percent
1783180800000	host003	pref	cpu_wait	40.72	cpu_percent
1783180800000	host003	pref	cpu_idle	34.40	cpu_percent
1783180800000	host003	pref	cpu_usage	5.56	cpu_percent
1783180800000	host003	pref	mem_used	17047	mem_metric
1783180800000	host003	pref	mem_free	86159	mem_metric
1783180800000	host003	pref	mem_buff	129536	mem_metric
1783180800000	host003	pref	mem_cache	105232	mem_metric
1783180800000	host003	pref	mem_swap	12920	mem_metric
1783180800000	host003	pref	net_in	933.15	net_speed_mb
1783180800000	host003	pref	net_out	403.38	net_speed_mb
1783180800000	host003	pref	net_pktin	11709	net_packets
1783180800000	host003	pref	net_pktout	60490	net_packets
1783180800000	host003	pref	load1	0.94	load_average
1783180800000	host003	pref	load5	3.35	load_average
1783180800000	host003	pref	load15	20.81	load_average
1783180800000	host003	pref	proc_run	18	proc_count
1783180800000	host003	pref	proc_block	58	proc_count
1783180800000	host003	pref	proc_total	53	proc_count
1783184400000	host003	pref	cpu_user	33.61	cpu_percent
1783184400000	host003	pref	cpu_sys	22.60	cpu_percent
1783184400000	host003	pref	cpu_wait	26.61	cpu_percent
1783184400000	host003	pref	cpu_idle	84.28	cpu_percent
1783184400000	host003	pref	cpu_usage	54.85	cpu_percent
1783184400000	host003	pref	mem_used	69489	mem_metric
1783184400000	host003	pref	mem_free	83791	mem_metric
1783184400000	host003	pref	mem_buff	109584	mem_metric
1783184400000	host003	pref	mem_cache	86217	mem_metric
1783184400000	host003	pref	mem_swap	12538	mem_metric
1783184400000	host003	pref	net_in	455.13	net_speed_mb
1783184400000	host003	pref	net_out	29.71	net_speed_mb
1783184400000	host003	pref	net_pktin	32032	net_packets
1783184400000	host003	pref	net_pktout	41667	net_packets
1783184400000	host003	pref	load1	15.05	load_average
1783184400000	host003	pref	load5	12.19	load_average
1783184400000	host003	pref	load15	30.56	load_average
1783184400000	host003	pref	proc_run	216	proc_count
1783184400000	host003	pref	proc_block	132	proc_count
1783184400000	host003	pref	proc_total	6	proc_count
1783188000000	host003	pref	cpu_user	1.53	cpu_percent
1783188000000	host003	pref	cpu_sys	28.49	cpu_percent
1783188000000	host003	pref	cpu_wait	33.29	cpu_percent
1783188000000	host003	pref	cpu_idle	83.91	cpu_percent
1783188000000	host003	pref	cpu_usage	74.74	cpu_percent
1783188000000	host003	pref	mem_used	120422	mem_metric
1783188000000	host003	pref	mem_free	42599	mem_metric
1783188000000	host003	pref	mem_buff	39135	mem_metric
1783188000000	host003	pref	mem_cache	113193	mem_metric
1783188000000	host003	pref	mem_swap	18047	mem_metric
1783188000000	host003	pref	net_in	781.17	net_speed_mb
1783188000000	host003	pref	net_out	722.83	net_speed_mb
1783188000000	host003	pref	net_pktin	93009	net_packets
1783188000000	host003	pref	net_pktout	57368	net_packets
1783188000000	host003	pref	load1	17.70	load_average
1783188000000	host003	pref	load5	30.70	load_average
1783188000000	host003	pref	load15	27.26	load_average
1783188000000	host003	pref	proc_run	38	proc_count
1783188000000	host003	pref	proc_block	62	proc_count
1783188000000	host003	pref	proc_total	215	proc_count
1783191600000	host003	pref	cpu_user	43.50	cpu_percent
1783191600000	host003	pref	cpu_sys	10.29	cpu_percent
1783191600000	host003	pref	cpu_wait	38.12	cpu_percent
1783191600000	host003	pref	cpu_idle	32.94	cpu_percent
1783191600000	host003	pref	cpu_usage	77.03	cpu_percent
1783191600000	host003	pref	mem_used	93739	mem_metric
1783191600000	host003	pref	mem_free	130356	mem_metric
1783191600000	host003	pref	mem_buff	111436	mem_metric
1783191600000	host003	pref	mem_cache	10161	mem_metric
1783191600000	host003	pref	mem_swap	110628	mem_metric
1783191600000	host003	pref	net_in	122.19	net_speed_mb
1783191600000	host003	pref	net_out	878.55	net_speed_mb
1783191600000	host003	pref	net_pktin	62000	net_packets
1783191600000	host003	pref	net_pktout	41563	net_packets
1783191600000	host003	pref	load1	28.09	load_average
1783191600000	host003	pref	load5	21.09	load_average
1783191600000	host003	pref	load15	30.16	load_average
1783191600000	host003	pref	proc_run	73	proc_count
1783191600000	host003	pref	proc_block	140	proc_count
1783191600000	host003	pref	proc_total	465	proc_count
1783195200000	host003	pref	cpu_user	37.64	cpu_percent
1783195200000	host003	pref	cpu_sys	7.29	cpu_percent
1783195200000	host003	pref	cpu_wait	11.44	cpu_percent
1783195200000	host003	pref	cpu_idle	83.22	cpu_percent
1783195200000	host003	pref	cpu_usage	53.32	cpu_percent
1783195200000	host003	pref	mem_used	118275	mem_metric
1783195200000	host003	pref	mem_free	116669	mem_metric
1783195200000	host003	pref	mem_buff	39539	mem_metric
1783195200000	host003	pref	mem_cache	17577	mem_metric
1783195200000	host003	pref	mem_swap	98324	mem_metric
1783195200000	host003	pref	net_in	73.38	net_speed_mb
1783195200000	host003	pref	net_out	79.33	net_speed_mb
